Date; Time;  [S];  [S]; Zustand [N]; ROST [N]; Kesseltemp [N]; Abgastemp. [N]; Abgas. SW  [N]; KessStellGr [N]; Saugzug   [N]; Zuluftgebl [N]; Einschub [N]; Fuellst.: [N]; Feuerraumt [N]; Puffert.ob [N]; Puffert.un [N]; Puffer Pu. [N]; Außentemp [N]; Vorlauft.1sw [N]; Vorlauft.1 [N]; Vorlauft.2sw [N]; Vorlauft.2 [N]; KTY6_H2 [N]; KTY7_H2 [N]; Brenn.ST [N]; Laufzeit: [N]; Boardtemp. [N]; Die Kesseltemp. soll sein [N]; 
2022-11-14; 00:00:06; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 83°; 145°; 89%; 0%; 0%; 0%; 86.4%; 412°; 78°; 76°; 0%; 0°; 30°; 28°; 38°; 41°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:00:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 83°; 145°; 89%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 30°; 28°; 38°; 40°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:00:26; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 83°; 145°; 89%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 30°; 28°; 38°; 40°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:00:36; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 83°; 145°; 89%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 30°; 28°; 38°; 38°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:00:46; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 83°; 145°; 89%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 30°; 30°; 38°; 38°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:00:56; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 83°; 147°; 89%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 30°; 28°; 38°; 38°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:01:06; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 82°; 147°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 30°; 28°; 38°; 37°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:01:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 82°; 147°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 30°; 28°; 38°; 37°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:01:26; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 82°; 145°; 86%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 28°; 38°; 36°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:01:36; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 82°; 144°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 29°; 38°; 36°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:01:46; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 82°; 144°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 29°; 38°; 36°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:01:56; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 82°; 144°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 28°; 38°; 35°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:02:06; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 82°; 144°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 28°; 38°; 34°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:02:16; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 82°; 144°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 28°; 38°; 34°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:02:26; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 81°; 144°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 28°; 38°; 34°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:02:36; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 81°; 144°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 28°; 38°; 33°; 127°; 127°; 10480; 15908h; 38°; 80°; 
2022-11-14; 00:02:46; übergangsbetr.; Abst.Warten   2; 1; 0; 80°; 81°; 146°; 88%; 0%; 0%; 0%; 86.4%; 411°; 78°; 76°; 0%; 0°; 29°; 28°; 38°; 33°; 127°; 127°; 10480; 15908h; 38°; 80°; 
