Date; Time;  [S];  [S]; Zustand [N]; ROST [N]; Kesseltemp [N]; Abgastemp. [N]; Abgas. SW  [N]; KessStellGr [N]; Saugzug   [N]; Zuluftgebl [N]; Einschub [N]; Fuellst.: [N]; Feuerraumt [N]; Puffert.ob [N]; Puffert.un [N]; Puffer Pu. [N]; Außentemp [N]; Vorlauft.1sw [N]; Vorlauft.1 [N]; Vorlauft.2sw [N]; Vorlauft.2 [N]; KTY6_H2 [N]; KTY7_H2 [N]; Brenn.ST [N]; Laufzeit: [N]; Boardtemp. [N]; Die Kesseltemp. soll sein [N]; 
2022-11-16; 00:02:08; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 79.1%; 420°; 71°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:02:18; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 79.1%; 420°; 71°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:02:28; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 79.1%; 420°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:02:38; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 79.1%; 420°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:02:48; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 79.0%; 420°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:02:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 148°; 156°; 100%; 39%; 65%; 95%; 79.0%; 420°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:03:08; übergangsbetr.;    Heizen      ; 1; 0; 77°; 148°; 156°; 100%; 39%; 65%; 95%; 79.0%; 421°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:03:18; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 78.9%; 421°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:03:28; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 78.9%; 420°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:03:38; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 78.9%; 420°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:03:48; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 78.9%; 421°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:03:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 149°; 156°; 100%; 39%; 65%; 95%; 78.8%; 421°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15912h; 34°; 80°; 
2022-11-16; 00:04:08; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 156°; 98%; 38%; 64%; 93%; 78.8%; 422°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:04:18; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 156°; 99%; 38%; 64%; 94%; 78.8%; 422°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:04:28; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 156°; 99%; 38%; 64%; 94%; 78.8%; 422°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:04:38; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 100%; 39%; 65%; 95%; 78.7%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:04:48; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 100%; 39%; 65%; 95%; 78.7%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:04:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 100%; 39%; 65%; 95%; 78.7%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:05:08; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 100%; 39%; 65%; 95%; 78.7%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:05:18; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 100%; 39%; 65%; 95%; 78.6%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:05:28; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 100%; 39%; 65%; 95%; 78.6%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 40°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:05:38; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 157°; 100%; 39%; 65%; 95%; 78.6%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:05:48; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 157°; 100%; 39%; 65%; 95%; 78.5%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:05:58; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 157°; 100%; 39%; 65%; 95%; 78.5%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:06:08; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 157°; 100%; 39%; 65%; 95%; 78.5%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:06:18; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 157°; 100%; 39%; 65%; 95%; 78.5%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:06:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 157°; 100%; 39%; 65%; 95%; 78.4%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:06:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 157°; 100%; 39%; 65%; 95%; 78.4%; 423°; 72°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:06:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 157°; 100%; 39%; 65%; 95%; 78.4%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:06:59; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 99%; 38%; 64%; 94%; 78.4%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:07:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 99%; 38%; 64%; 94%; 78.3%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:07:19; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 157°; 99%; 38%; 64%; 94%; 78.3%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:07:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 158°; 100%; 39%; 65%; 95%; 78.3%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 41°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:07:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 99%; 38%; 64%; 94%; 78.3%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:07:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 99%; 38%; 64%; 94%; 78.2%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:07:59; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 78.2%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:08:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 158°; 100%; 39%; 65%; 95%; 78.2%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:08:19; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 158°; 100%; 39%; 65%; 95%; 78.1%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:08:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 158°; 100%; 39%; 65%; 95%; 78.1%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:08:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 158°; 100%; 39%; 65%; 95%; 78.1%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:08:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 78.1%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:08:59; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 78.0%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:09:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 78.0%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:09:19; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 78.0%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:09:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 78.0%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:09:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.9%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:09:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.9%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:09:59; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.9%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:10:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.8%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:10:19; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.8%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:10:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.8%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:10:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.8%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 42°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:10:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.7%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:10:59; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.7%; 423°; 74°; 24°; 61%; 3°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:11:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 158°; 100%; 39%; 65%; 95%; 77.7%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:11:19; übergangsbetr.;    Heizen      ; 1; 0; 78°; 151°; 156°; 98%; 38%; 64%; 93%; 77.7%; 423°; 74°; 24°; 66%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:11:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 159°; 100%; 39%; 65%; 95%; 77.6%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:11:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 159°; 100%; 39%; 65%; 95%; 77.6%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:11:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 159°; 100%; 39%; 65%; 95%; 77.6%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:11:59; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 159°; 100%; 39%; 65%; 95%; 77.6%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:12:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 159°; 100%; 39%; 65%; 95%; 77.5%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:12:19; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 159°; 100%; 39%; 65%; 95%; 77.5%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:12:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 159°; 100%; 39%; 65%; 95%; 77.5%; 423°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:12:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 159°; 100%; 39%; 65%; 95%; 77.4%; 423°; 74°; 24°; 61%; 3°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:12:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 159°; 100%; 39%; 65%; 95%; 77.4%; 424°; 74°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:12:59; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 159°; 100%; 39%; 65%; 95%; 77.4%; 423°; 75°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:13:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 159°; 100%; 39%; 65%; 95%; 77.4%; 424°; 75°; 24°; 61%; 4°; 30°; 32°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:13:19; übergangsbetr.;    Heizen      ; 1; 0; 78°; 150°; 157°; 98%; 39%; 65%; 95%; 77.3%; 424°; 75°; 24°; 66%; 4°; 30°; 33°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:13:29; übergangsbetr.;    Heizen      ; 1; 0; 78°; 150°; 157°; 98%; 38%; 64%; 93%; 77.3%; 424°; 75°; 24°; 66%; 4°; 30°; 33°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:13:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 160°; 100%; 39%; 65%; 95%; 77.3%; 424°; 75°; 25°; 61%; 4°; 30°; 33°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:13:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 160°; 100%; 39%; 65%; 95%; 77.3%; 424°; 75°; 24°; 61%; 4°; 30°; 33°; 42°; 43°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:13:59; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 160°; 100%; 39%; 65%; 95%; 77.2%; 424°; 75°; 25°; 61%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:14:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 160°; 100%; 39%; 65%; 95%; 77.2%; 424°; 75°; 25°; 61%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:14:19; übergangsbetr.;    Heizen      ; 1; 0; 77°; 152°; 161°; 100%; 38%; 64%; 94%; 77.2%; 424°; 75°; 25°; 62%; 4°; 30°; 32°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:14:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 152°; 161°; 100%; 39%; 65%; 95%; 77.1%; 424°; 75°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:14:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 152°; 161°; 100%; 39%; 65%; 95%; 77.1%; 424°; 75°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:14:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 152°; 161°; 100%; 39%; 65%; 95%; 77.1%; 424°; 75°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:14:59; übergangsbetr.;    Heizen      ; 1; 0; 78°; 151°; 159°; 98%; 38%; 64%; 93%; 77.1%; 424°; 75°; 25°; 67%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:15:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 161°; 100%; 39%; 65%; 95%; 77.0%; 424°; 75°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:15:19; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 161°; 100%; 39%; 65%; 95%; 77.0%; 424°; 75°; 25°; 62%; 3°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:15:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 161°; 100%; 39%; 65%; 95%; 77.0%; 424°; 75°; 25°; 62%; 3°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:15:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 150°; 161°; 100%; 39%; 65%; 95%; 77.0%; 424°; 75°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 35°; 80°; 
2022-11-16; 00:15:49; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 161°; 99%; 39%; 65%; 95%; 76.9%; 425°; 75°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 36°; 80°; 
2022-11-16; 00:15:59; übergangsbetr.;    Heizen      ; 1; 0; 78°; 151°; 160°; 97%; 38%; 64%; 94%; 76.9%; 425°; 75°; 25°; 67%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 36°; 80°; 
2022-11-16; 00:16:09; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 162°; 99%; 38%; 64%; 94%; 76.9%; 425°; 76°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 36°; 80°; 
2022-11-16; 00:16:19; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 162°; 100%; 39%; 65%; 95%; 76.9%; 425°; 76°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 36°; 80°; 
2022-11-16; 00:16:29; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 162°; 100%; 39%; 65%; 95%; 76.8%; 425°; 76°; 25°; 62%; 4°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 36°; 80°; 
2022-11-16; 00:16:39; übergangsbetr.;    Heizen      ; 1; 0; 77°; 151°; 162°; 100%; 39%; 65%; 95%; 76.8%; 425°; 76°; 25°; 62%; 3°; 30°; 33°; 42°; 44°; 127°; 127°; 10483; 15913h; 36°; 80°; 
